n,instance,bks,runs,avg_result,avg_rpd_pct,std_dev,cv_pct
100,100.10.1,1563.2556451543076,10,1557.3160625819694,-0.37994953613309207,4.362211264351773,0.28011085027398974
100,100.10.2,1579.871987611483,10,1564.014641079693,-1.0037108484823365,6.569228973739417,0.42002349602075667
100,100.10.3,1516.067161387965,10,1514.5869491434685,-0.09763500471452088,3.3088044504975263,0.21846249582229177
100,100.10.4,1566.1742203960607,10,1564.4771423399013,-0.108358191193457,1.0771461242682485,0.06885023086097769
100,100.20.1,4302.306833796588,10,4302.305774839825,-2.4613696877027485e-05,0.00037207947933956537,8.6483736585045e-06
100,100.20.2,4055.993734698326,10,4055.993734698326,0.0,0.0,0.0
100,100.20.3,4196.026173564053,10,4196.026173564053,0.0,0.0,0.0
100,100.20.4,4358.966956742628,10,4351.252842853976,-0.17697114855893328,25.538841472929334,0.5869307621337506
100,100.30.1,8802.906637815562,10,8805.774413000328,0.032577594001132394,8.316395225148849,0.09444251959113342
100,100.30.2,8596.156616642891,10,8595.774646817059,-0.0044434954232058016,14.08892876849942,0.16390528308831862
100,100.30.3,8911.06827772304,10,8906.315260300968,-0.053338357130021094,7.991040673873416,0.08972330801597267
100,100.30.4,8652.420055276289,10,8674.995241778735,0.2609118184071551,11.93799821555218,0.13761388776398215
100,100.40.1,14597.806171695585,10,14570.453485488788,-0.18737532123034303,21.212800156126747,0.14558778268125488
100,100.40.2,15140.897143470993,10,15147.290231003893,0.0422239677895006,10.595947534423408,0.06995275968724313
100,100.40.3,15196.663620913252,10,15175.0365629269,-0.142314514066032,18.161598915652178,0.11968075885906954
100,100.40.4,14429.344805960223,10,14391.962628565301,-0.25907051150015437,27.521978485306384,0.19123158665434903
